make,year,fuel,hp,cylinders,transmission,drive ,doors,type,style,hwympg,citympg,mc_performance,mc_high_performance,mc_crossover,mc_exotic,mc_luxury,mc_flex_fuel,mc_hybrid,mc_tuned,msrp
Ford,2016,regular unleaded,385,8,AUTOMATIC,rear wheel drive,4,Large,Crew Cab Pickup,22,15,0,0,0,0,0,1,0,0,52815
Ford,2016,regular unleaded,385,8,AUTOMATIC,four wheel drive,4,Large,Crew Cab Pickup,21,15,0,0,0,0,0,1,0,0,53475
Ford,2016,regular unleaded,385,8,AUTOMATIC,four wheel drive,4,Large,Crew Cab Pickup,21,15,0,0,0,0,0,1,0,0,56235
Ford,2016,regular unleaded,385,8,AUTOMATIC,four wheel drive,4,Large,Extended Cab Pickup,21,15,0,0,0,0,0,1,0,0,40070
Ford,2016,regular unleaded,385,8,AUTOMATIC,rear wheel drive,4,Large,Crew Cab Pickup,21,15,0,0,0,0,0,1,0,0,50050
Ford,2016,regular unleaded,282,6,AUTOMATIC,rear wheel drive,2,Large,Regular Cab Pickup,25,18,0,0,0,0,0,1,0,0,31905
Ford,2016,regular unleaded,282,6,AUTOMATIC,four wheel drive,2,Large,Regular Cab Pickup,23,17,0,0,0,0,0,1,0,0,35330
Ford,2016,regular unleaded,282,6,AUTOMATIC,rear wheel drive,2,Large,Regular Cab Pickup,25,18,0,0,0,0,0,1,0,0,26840
Ford,2016,regular unleaded,325,6,AUTOMATIC,rear wheel drive,4,Large,Crew Cab Pickup,26,19,0,0,0,0,0,1,0,0,34165
Ford,2016,regular unleaded,365,6,AUTOMATIC,rear wheel drive,4,Large,Crew Cab Pickup,25,18,0,0,0,0,0,0,0,0,58885
Ford,2016,regular unleaded,325,6,AUTOMATIC,rear wheel drive,4,Large,Extended Cab Pickup,26,19,0,0,0,0,0,1,0,0,35895
Ford,2016,regular unleaded,385,8,AUTOMATIC,four wheel drive,4,Large,Extended Cab Pickup,21,15,0,0,0,0,0,1,0,0,35870
Ford,2016,regular unleaded,365,6,AUTOMATIC,four wheel drive,4,Large,Crew Cab Pickup,23,17,0,0,0,0,0,0,0,0,62310
Ford,2016,regular unleaded,282,6,AUTOMATIC,rear wheel drive,4,Large,Extended Cab Pickup,25,18,0,0,0,0,0,1,0,0,34790
Ford,2016,regular unleaded,325,6,AUTOMATIC,four wheel drive,4,Large,Extended Cab Pickup,23,18,0,0,0,0,0,1,0,0,43490
Ford,2016,regular unleaded,282,6,AUTOMATIC,rear wheel drive,2,Large,Regular Cab Pickup,25,18,0,0,0,0,0,1,0,0,32210
Ford,2016,regular unleaded,282,6,AUTOMATIC,four wheel drive,4,Large,Crew Cab Pickup,23,17,0,0,0,0,0,1,0,0,36565
Ford,2016,regular unleaded,282,6,AUTOMATIC,four wheel drive,2,Large,Regular Cab Pickup,23,17,0,0,0,0,0,1,0,0,31485
Ford,2016,regular unleaded,325,6,AUTOMATIC,rear wheel drive,4,Large,Extended Cab Pickup,26,19,0,0,0,0,0,1,0,0,40365
Ford,2016,regular unleaded,282,6,AUTOMATIC,rear wheel drive,4,Large,Crew Cab Pickup,25,18,0,0,0,0,0,1,0,0,33055
Ford,2016,regular unleaded,282,6,AUTOMATIC,four wheel drive,4,Large,Extended Cab Pickup,23,17,0,0,0,0,0,1,0,0,38215
Ford,2016,regular unleaded,325,6,AUTOMATIC,rear wheel drive,4,Large,Extended Cab Pickup,26,19,0,0,0,0,0,1,0,0,40065
Ford,2016,regular unleaded,325,6,AUTOMATIC,rear wheel drive,4,Large,Crew Cab Pickup,26,19,0,0,0,0,0,1,0,0,42725
Ford,2016,regular unleaded,325,6,AUTOMATIC,rear wheel drive,4,Large,Extended Cab Pickup,26,19,0,0,0,0,0,1,0,0,31710
Ford,2016,regular unleaded,325,6,AUTOMATIC,four wheel drive,4,Large,Crew Cab Pickup,23,18,0,0,0,0,0,1,0,0,45845
Ford,2016,regular unleaded,385,8,AUTOMATIC,four wheel drive,4,Large,Crew Cab Pickup,21,15,0,0,0,0,0,1,0,0,38325
Ford,2016,regular unleaded,385,8,AUTOMATIC,rear wheel drive,4,Large,Crew Cab Pickup,22,15,0,0,0,0,0,1,0,0,50350
Ford,2016,regular unleaded,385,8,AUTOMATIC,four wheel drive,4,Large,Crew Cab Pickup,21,15,0,0,0,0,0,1,0,0,42425
Ford,2016,regular unleaded,385,8,AUTOMATIC,four wheel drive,4,Large,Crew Cab Pickup,21,15,0,0,0,0,0,1,0,0,55940
Ford,2016,regular unleaded,325,6,AUTOMATIC,rear wheel drive,4,Large,Crew Cab Pickup,26,19,0,0,0,0,0,1,0,0,42425
Ford,2016,regular unleaded,282,6,AUTOMATIC,four wheel drive,4,Large,Extended Cab Pickup,23,17,0,0,0,0,0,1,0,0,34025
Ford,2016,regular unleaded,282,6,AUTOMATIC,four wheel drive,4,Large,Crew Cab Pickup,23,17,0,0,0,0,0,1,0,0,40635
Ford,2016,regular unleaded,325,6,AUTOMATIC,rear wheel drive,4,Large,Crew Cab Pickup,26,19,0,0,0,0,0,1,0,0,38250
Ford,2016,regular unleaded,282,6,AUTOMATIC,four wheel drive,2,Large,Regular Cab Pickup,23,17,0,0,0,0,0,1,0,0,35630
Ford,2016,regular unleaded,385,8,AUTOMATIC,rear wheel drive,4,Large,Crew Cab Pickup,22,15,0,0,0,0,0,1,0,0,52515
Ford,2016,regular unleaded,385,8,AUTOMATIC,four wheel drive,4,Large,Extended Cab Pickup,21,15,0,0,0,0,0,1,0,0,44540
Ford,2016,regular unleaded,385,8,AUTOMATIC,four wheel drive,4,Large,Crew Cab Pickup,21,15,0,0,0,0,0,1,0,0,46895
Ford,2017,regular unleaded,325,6,AUTOMATIC,rear wheel drive,4,Large,Extended Cab Pickup,26,19,0,0,0,0,0,1,0,0,31710
Ford,2017,regular unleaded,450,6,AUTOMATIC,four wheel drive,4,Large,Crew Cab Pickup,18,15,0,0,0,0,0,0,0,0,51310
Ford,2017,regular unleaded,385,8,AUTOMATIC,four wheel drive,4,Large,Crew Cab Pickup,21,15,0,0,0,0,0,1,0,0,56260
Ford,2017,regular unleaded,385,8,AUTOMATIC,four wheel drive,4,Large,Extended Cab Pickup,21,15,0,0,0,0,0,1,0,0,40070
Ford,2017,regular unleaded,365,6,AUTOMATIC,rear wheel drive,4,Large,Crew Cab Pickup,25,18,1,0,0,0,0,0,0,0,59600
Ford,2017,regular unleaded,450,6,AUTOMATIC,four wheel drive,4,Large,Extended Cab Pickup,18,15,0,0,0,0,0,0,0,0,48325
Ford,2017,regular unleaded,325,6,AUTOMATIC,rear wheel drive,4,Large,Extended Cab Pickup,26,19,0,0,0,0,0,1,0,0,40365
Ford,2017,regular unleaded,385,8,AUTOMATIC,four wheel drive,4,Large,Crew Cab Pickup,21,15,0,0,0,0,0,1,0,0,46895
Ford,2017,regular unleaded,282,6,AUTOMATIC,rear wheel drive,2,Large,Regular Cab Pickup,25,18,0,0,0,0,0,1,0,0,26540
Ford,2017,regular unleaded,282,6,AUTOMATIC,four wheel drive,4,Large,Crew Cab Pickup,23,17,0,0,0,0,0,1,0,0,36565
Ford,2017,regular unleaded,282,6,AUTOMATIC,rear wheel drive,2,Large,Regular Cab Pickup,25,18,0,0,0,0,0,1,0,0,31905
Ford,2017,regular unleaded,385,8,AUTOMATIC,four wheel drive,4,Large,Extended Cab Pickup,21,15,0,0,0,0,0,1,0,0,44540
Ford,2017,regular unleaded,325,6,AUTOMATIC,four wheel drive,4,Large,Crew Cab Pickup,23,18,0,0,0,0,0,1,0,0,45845
Ford,2017,regular unleaded,385,8,AUTOMATIC,four wheel drive,4,Large,Crew Cab Pickup,21,15,0,0,0,0,0,1,0,0,38325
Ford,2017,regular unleaded,282,6,AUTOMATIC,four wheel drive,2,Large,Regular Cab Pickup,23,17,0,0,0,0,0,1,0,0,31185
Ford,2017,regular unleaded,325,6,AUTOMATIC,rear wheel drive,4,Large,Extended Cab Pickup,26,19,0,0,0,0,0,1,0,0,40065
Ford,2017,regular unleaded,385,8,AUTOMATIC,four wheel drive,4,Large,Crew Cab Pickup,21,15,0,0,0,0,0,1,0,0,53704
Ford,2017,regular unleaded,385,8,AUTOMATIC,four wheel drive,4,Large,Crew Cab Pickup,21,15,0,0,0,0,0,1,0,0,54004
Ford,2017,regular unleaded,282,6,AUTOMATIC,rear wheel drive,4,Large,Crew Cab Pickup,25,18,0,0,0,0,0,1,0,0,35055
Ford,2017,regular unleaded,385,8,AUTOMATIC,rear wheel drive,4,Large,Crew Cab Pickup,22,15,0,0,0,0,0,1,0,0,52835
Ford,2017,regular unleaded,385,8,AUTOMATIC,four wheel drive,4,Large,Crew Cab Pickup,21,15,0,0,0,0,0,1,0,0,42425
Ford,2017,regular unleaded,385,8,AUTOMATIC,four wheel drive,4,Large,Crew Cab Pickup,21,15,0,0,0,0,0,1,0,0,56555
Ford,2017,regular unleaded,282,6,AUTOMATIC,four wheel drive,2,Large,Regular Cab Pickup,23,17,0,0,0,0,0,1,0,0,35630
Ford,2017,regular unleaded,325,6,AUTOMATIC,rear wheel drive,4,Large,Crew Cab Pickup,26,19,0,0,0,0,0,1,0,0,34165
Ford,2017,regular unleaded,282,6,AUTOMATIC,four wheel drive,2,Large,Regular Cab Pickup,23,17,0,0,0,0,0,1,0,0,31485
Ford,2017,regular unleaded,325,6,AUTOMATIC,rear wheel drive,4,Large,Extended Cab Pickup,26,19,0,0,0,0,0,1,0,0,35895
Ford,2017,regular unleaded,385,8,AUTOMATIC,rear wheel drive,4,Large,Crew Cab Pickup,22,15,0,0,0,0,0,1,0,0,50280
Ford,2017,regular unleaded,282,6,AUTOMATIC,four wheel drive,4,Large,Extended Cab Pickup,23,17,0,0,0,0,0,1,0,0,38215
Ford,2017,regular unleaded,385,8,AUTOMATIC,four wheel drive,4,Large,Extended Cab Pickup,21,15,0,0,0,0,0,1,0,0,35870
Ford,2017,regular unleaded,325,6,AUTOMATIC,rear wheel drive,4,Large,Crew Cab Pickup,26,19,0,0,0,0,0,1,0,0,42425
Ford,2017,regular unleaded,282,6,AUTOMATIC,rear wheel drive,2,Large,Regular Cab Pickup,25,18,0,0,0,0,0,1,0,0,26840
Ford,2017,regular unleaded,282,6,AUTOMATIC,four wheel drive,2,Large,Regular Cab Pickup,23,17,0,0,0,0,0,1,0,0,35330
Ford,2017,regular unleaded,325,6,AUTOMATIC,four wheel drive,4,Large,Extended Cab Pickup,23,18,0,0,0,0,0,1,0,0,43490
Ford,2017,regular unleaded,282,6,AUTOMATIC,rear wheel drive,2,Large,Regular Cab Pickup,25,18,0,0,0,0,0,1,0,0,32210
Ford,2017,regular unleaded,325,6,AUTOMATIC,rear wheel drive,4,Large,Crew Cab Pickup,26,19,0,0,0,0,0,1,0,0,42725
Ford,2017,regular unleaded,385,8,AUTOMATIC,rear wheel drive,4,Large,Crew Cab Pickup,22,15,0,0,0,0,0,1,0,0,50580
Ford,2017,regular unleaded,282,6,AUTOMATIC,rear wheel drive,4,Large,Crew Cab Pickup,25,18,0,0,0,0,0,1,0,0,37140
Ford,2017,regular unleaded,282,6,AUTOMATIC,rear wheel drive,4,Large,Extended Cab Pickup,25,18,0,0,0,0,0,1,0,0,34790
Ford,2017,regular unleaded,282,6,AUTOMATIC,rear wheel drive,4,Large,Extended Cab Pickup,25,18,0,0,0,0,0,1,0,0,30600
Ford,2017,regular unleaded,282,6,AUTOMATIC,four wheel drive,4,Large,Extended Cab Pickup,23,17,0,0,0,0,0,1,0,0,34025
Ford,2017,regular unleaded,365,6,AUTOMATIC,four wheel drive,4,Large,Crew Cab Pickup,23,17,1,0,0,0,0,0,0,0,63025
Ford,2017,regular unleaded,325,6,AUTOMATIC,rear wheel drive,4,Large,Crew Cab Pickup,26,19,0,0,0,0,0,1,0,0,38250
Ford,2017,regular unleaded,282,6,AUTOMATIC,four wheel drive,4,Large,Crew Cab Pickup,23,17,0,0,0,0,0,1,0,0,40635
Ford,2017,regular unleaded,385,8,AUTOMATIC,rear wheel drive,4,Large,Crew Cab Pickup,22,15,0,0,0,0,0,1,0,0,53135
Ferrari,2013,premium unleaded ,731,12,AUTOMATED_MANUAL,rear wheel drive,2,Midsize,Coupe,16,11,1,1,0,1,0,0,0,0,315888
Ferrari,2014,premium unleaded ,731,12,AUTOMATED_MANUAL,rear wheel drive,2,Midsize,Coupe,16,11,1,1,0,1,0,0,0,0,315888
Ferrari,2015,premium unleaded ,731,12,AUTOMATED_MANUAL,rear wheel drive,2,Midsize,Coupe,16,11,1,1,0,1,0,0,0,0,319995
Ferrari,2007,premium unleaded ,483,8,MANUAL,rear wheel drive,2,Compact,Coupe,16,11,1,1,0,1,0,0,0,0,173079
Ferrari,2007,premium unleaded ,483,8,AUTOMATED_MANUAL,rear wheel drive,2,Compact,Convertible,16,11,1,1,0,1,0,0,0,0,211525
Ferrari,2007,premium unleaded ,483,8,AUTOMATED_MANUAL,rear wheel drive,2,Compact,Coupe,16,11,1,1,0,1,0,0,0,1,234945
Ferrari,2007,premium unleaded ,483,8,AUTOMATED_MANUAL,rear wheel drive,2,Compact,Coupe,16,11,1,1,0,1,0,0,0,0,184309
Ferrari,2007,premium unleaded ,483,8,MANUAL,rear wheel drive,2,Compact,Convertible,16,11,1,1,0,1,0,0,0,0,201213
Ferrari,2008,premium unleaded ,483,8,AUTOMATED_MANUAL,rear wheel drive,2,Compact,Coupe,16,11,1,1,0,1,0,0,0,0,199054
Ferrari,2008,premium unleaded ,483,8,MANUAL,rear wheel drive,2,Compact,Convertible,16,11,1,1,0,1,0,0,0,0,217310
Ferrari,2008,premium unleaded ,483,8,AUTOMATED_MANUAL,rear wheel drive,2,Compact,Convertible,16,11,1,1,0,1,0,0,0,0,228447
Ferrari,2008,premium unleaded ,483,8,MANUAL,rear wheel drive,2,Compact,Coupe,16,11,1,1,0,1,0,0,0,0,186925
Ferrari,2009,premium unleaded ,483,8,AUTOMATED_MANUAL,rear wheel drive,2,Compact,Coupe,16,11,1,1,0,1,0,0,0,0,200054
Ferrari,2009,premium unleaded ,483,8,MANUAL,rear wheel drive,2,Compact,Convertible,16,11,1,1,0,1,0,0,0,0,218310
Ferrari,2009,premium unleaded ,483,8,MANUAL,rear wheel drive,2,Compact,Coupe,16,11,1,1,0,1,0,0,0,0,187925
Ferrari,2009,premium unleaded ,483,8,AUTOMATED_MANUAL,rear wheel drive,2,Compact,Convertible,16,11,1,1,0,1,0,0,0,0,229447
Ferrari,2013,premium unleaded ,651,12,AUTOMATED_MANUAL,all wheel drive,2,Large,Coupe,16,11,1,1,0,1,0,0,0,0,295000
Ferrari,2014,premium unleaded ,651,12,AUTOMATED_MANUAL,all wheel drive,2,Large,Coupe,16,11,1,1,0,1,0,0,0,0,295000
Ferrari,2015,premium unleaded ,651,12,AUTOMATED_MANUAL,all wheel drive,2,Large,Coupe,16,11,1,1,0,1,0,0,0,0,295000
Ford,2015,regular unleaded,120,4,MANUAL,front wheel drive,4,Compact,Sedan,36,28,0,0,0,0,0,0,0,0,18405
Ford,2015,regular unleaded,197,4,MANUAL,front wheel drive,4,Compact,4dr Hatchback,35,26,1,0,0,0,0,0,0,1,21435
Ford,2015,regular unleaded,120,4,MANUAL,front wheel drive,4,Compact,Sedan,36,28,0,0,0,0,0,0,0,0,15685
Ford,2015,regular unleaded,120,4,MANUAL,front wheel drive,4,Compact,4dr Hatchback,36,28,0,0,0,0,0,0,0,0,16085
Ford,2015,regular unleaded,120,4,MANUAL,front wheel drive,4,Compact,Sedan,36,28,0,0,0,0,0,0,0,0,14455
Ford,2015,regular unleaded,120,4,MANUAL,front wheel drive,4,Compact,4dr Hatchback,36,28,0,0,0,0,0,0,0,0,14855
Ford,2015,regular unleaded,120,4,MANUAL,front wheel drive,4,Compact,4dr Hatchback,36,28,0,0,0,0,0,0,0,0,18805
Ford,2016,regular unleaded,120,4,MANUAL,front wheel drive,4,Compact,4dr Hatchback,35,27,0,0,0,0,0,0,0,0,14880
Ford,2016,regular unleaded,120,4,MANUAL,front wheel drive,4,Compact,4dr Hatchback,35,27,0,0,0,0,0,0,0,0,16110
Ford,2016,regular unleaded,120,4,MANUAL,front wheel drive,4,Compact,4dr Hatchback,35,27,0,0,0,0,0,0,0,0,18830
Ford,2016,regular unleaded,120,4,MANUAL,front wheel drive,4,Compact,Sedan,35,27,0,0,0,0,0,0,0,0,15810
Ford,2016,regular unleaded,120,4,MANUAL,front wheel drive,4,Compact,Sedan,35,27,0,0,0,0,0,0,0,0,14580
Ford,2016,regular unleaded,120,4,MANUAL,front wheel drive,4,Compact,Sedan,35,27,0,0,0,0,0,0,0,0,18530
Ford,2016,regular unleaded,197,4,MANUAL,front wheel drive,4,Compact,4dr Hatchback,32,26,1,0,0,0,0,0,0,1,21460
Ford,2017,regular unleaded,120,4,MANUAL,front wheel drive,4,Compact,4dr Hatchback,35,27,0,0,0,0,0,0,0,0,15660
Ford,2017,regular unleaded,120,4,AUTOMATED_MANUAL,front wheel drive,4,Compact,4dr Hatchback,36,27,0,0,0,0,0,0,0,0,19420
Ford,2017,regular unleaded,197,4,MANUAL,front wheel drive,4,Compact,4dr Hatchback,32,26,1,0,0,0,0,0,0,1,21610
Ford,2017,regular unleaded,120,4,MANUAL,front wheel drive,4,Compact,4dr Hatchback,35,27,0,0,0,0,0,0,0,0,14430
Ford,2017,regular unleaded,120,4,MANUAL,front wheel drive,4,Compact,Sedan,35,27,0,0,0,0,0,0,0,0,14130
Ford,2017,regular unleaded,120,4,MANUAL,front wheel drive,4,Compact,Sedan,35,27,0,0,0,0,0,0,0,0,15360
Ford,2017,regular unleaded,120,4,AUTOMATED_MANUAL,front wheel drive,4,Compact,Sedan,36,27,0,0,0,0,0,0,0,0,19120
Pontiac,2001,premium unleaded ,310,8,AUTOMATIC,rear wheel drive,2,Midsize,2dr Hatchback,23,16,1,0,0,0,0,0,0,0,24035
Pontiac,2001,regular unleaded,200,6,MANUAL,rear wheel drive,2,Midsize,Convertible,28,17,1,0,0,0,0,0,0,0,25475
Pontiac,2001,premium unleaded ,310,8,AUTOMATIC,rear wheel drive,2,Midsize,Convertible,23,16,1,0,0,0,0,0,0,1,31215
Pontiac,2001,regular unleaded,200,6,MANUAL,rear wheel drive,2,Midsize,2dr Hatchback,28,17,1,0,0,0,0,0,0,0,18855
Pontiac,2001,premium unleaded ,310,8,AUTOMATIC,rear wheel drive,2,Midsize,2dr Hatchback,23,16,1,0,0,0,0,0,0,1,27145
Pontiac,2002,premium unleaded ,310,8,AUTOMATIC,rear wheel drive,2,Midsize,Convertible,23,16,1,0,0,0,0,0,0,1,32095
Pontiac,2002,premium unleaded ,310,8,AUTOMATIC,rear wheel drive,2,Midsize,2dr Hatchback,23,16,1,0,0,0,0,0,0,0,25995
Pontiac,2002,premium unleaded ,310,8,AUTOMATIC,rear wheel drive,2,Midsize,2dr Hatchback,23,16,1,0,0,0,0,0,0,1,28025
Pontiac,2002,regular unleaded,200,6,MANUAL,rear wheel drive,2,Midsize,2dr Hatchback,29,17,1,0,0,0,0,0,0,0,20050
Pontiac,2002,regular unleaded,200,6,AUTOMATIC,rear wheel drive,2,Midsize,Convertible,28,17,0,0,0,0,0,0,0,0,26965
Honda,2015,regular unleaded,130,4,MANUAL,front wheel drive,4,Compact,4dr Hatchback,37,29,0,0,0,0,0,0,0,0,15650
Honda,2015,regular unleaded,130,4,MANUAL,front wheel drive,4,Compact,4dr Hatchback,37,29,0,0,0,0,0,0,0,0,17560
Honda,2015,regular unleaded,130,4,AUTOMATIC,front wheel drive,4,Compact,4dr Hatchback,38,32,0,0,0,0,0,0,0,0,19925
Honda,2015,regular unleaded,130,4,AUTOMATIC,front wheel drive,4,Compact,4dr Hatchback,38,32,0,0,0,0,0,0,0,0,20925
Honda,2015,regular unleaded,130,4,AUTOMATIC,front wheel drive,4,Compact,4dr Hatchback,41,33,0,0,0,0,0,0,0,0,16450
Honda,2015,regular unleaded,130,4,AUTOMATIC,front wheel drive,4,Compact,4dr Hatchback,38,32,0,0,0,0,0,0,0,0,18360
Honda,2016,regular unleaded,130,4,AUTOMATIC,front wheel drive,4,Compact,4dr Hatchback,38,32,0,0,0,0,0,0,0,0,21165
Honda,2016,regular unleaded,130,4,AUTOMATIC,front wheel drive,4,Compact,4dr Hatchback,38,32,0,0,0,0,0,0,0,0,20165
Honda,2016,regular unleaded,130,4,AUTOMATIC,front wheel drive,4,Compact,4dr Hatchback,41,33,0,0,0,0,0,0,0,0,16690
Honda,2016,regular unleaded,130,4,AUTOMATIC,front wheel drive,4,Compact,4dr Hatchback,38,32,0,0,0,0,0,0,0,0,18600
Honda,2016,regular unleaded,130,4,MANUAL,front wheel drive,4,Compact,4dr Hatchback,37,29,0,0,0,0,0,0,0,0,17800
Honda,2016,regular unleaded,130,4,MANUAL,front wheel drive,4,Compact,4dr Hatchback,37,29,0,0,0,0,0,0,0,0,15890
Honda,2017,regular unleaded,130,4,AUTOMATIC,front wheel drive,4,Compact,4dr Hatchback,37,32,0,0,0,0,0,0,0,0,20265
Honda,2017,regular unleaded,130,4,AUTOMATIC,front wheel drive,4,Compact,4dr Hatchback,40,33,0,0,0,0,0,0,0,0,16790
Honda,2017,regular unleaded,130,4,AUTOMATIC,front wheel drive,4,Compact,4dr Hatchback,37,32,0,0,0,0,0,0,0,0,21265
Honda,2017,regular unleaded,130,4,MANUAL,front wheel drive,4,Compact,4dr Hatchback,36,29,0,0,0,0,0,0,0,0,17900
Honda,2017,regular unleaded,130,4,MANUAL,front wheel drive,4,Compact,4dr Hatchback,36,29,0,0,0,0,0,0,0,0,15990
Honda,2017,regular unleaded,130,4,AUTOMATIC,front wheel drive,4,Compact,4dr Hatchback,37,32,0,0,0,0,0,0,0,0,18700
Ford,2005,regular unleaded,203,6,AUTOMATIC,front wheel drive,4,Large,Sedan,26,19,0,0,0,0,0,0,0,0,24165
Ford,2005,regular unleaded,203,6,AUTOMATIC,all wheel drive,4,Large,Sedan,23,17,0,0,0,0,0,0,0,0,23965
Ford,2005,regular unleaded,203,6,AUTOMATIC,front wheel drive,4,Large,Sedan,26,19,0,0,0,0,0,0,0,0,26290
Ford,2005,regular unleaded,203,6,AUTOMATIC,front wheel drive,4,Large,Sedan,26,19,0,0,0,0,0,0,0,0,22165
Ford,2005,regular unleaded,203,6,AUTOMATIC,all wheel drive,4,Large,Sedan,23,17,0,0,0,0,0,0,0,0,28090
Ford,2005,regular unleaded,203,6,AUTOMATIC,all wheel drive,4,Large,Sedan,23,17,0,0,0,0,0,0,0,0,25965
Ford,2006,regular unleaded,203,6,AUTOMATIC,front wheel drive,4,Large,Sedan,26,19,0,0,0,0,0,0,0,0,24230
Ford,2006,regular unleaded,203,6,AUTOMATIC,front wheel drive,4,Large,Sedan,25,18,0,0,0,0,0,0,0,0,22230
Ford,2006,regular unleaded,203,6,AUTOMATIC,all wheel drive,4,Large,Sedan,23,17,0,0,0,0,0,0,0,0,28230
Ford,2006,regular unleaded,203,6,AUTOMATIC,all wheel drive,4,Large,Sedan,23,17,0,0,0,0,0,0,0,0,24080
Ford,2006,regular unleaded,203,6,AUTOMATIC,front wheel drive,4,Large,Sedan,26,19,0,0,0,0,0,0,0,0,26380
Ford,2006,regular unleaded,203,6,AUTOMATIC,all wheel drive,4,Large,Sedan,23,17,0,0,0,0,0,0,0,0,26080
Ford,2007,regular unleaded,203,6,AUTOMATIC,all wheel drive,4,Large,Sedan,23,17,0,0,0,0,0,0,0,0,28460
Ford,2007,regular unleaded,203,6,AUTOMATIC,all wheel drive,4,Large,Sedan,23,17,0,0,0,0,0,0,0,0,24885
Ford,2007,regular unleaded,203,6,AUTOMATIC,front wheel drive,4,Large,Sedan,26,19,0,0,0,0,0,0,0,0,23035
Ford,2007,regular unleaded,203,6,AUTOMATIC,front wheel drive,4,Large,Sedan,26,19,0,0,0,0,0,0,0,0,26610
Toyota,2012,regular unleaded,260,6,AUTOMATIC,four wheel drive,4,Midsize,4dr SUV,20,17,0,0,0,0,0,0,0,0,27705
Toyota,2012,regular unleaded,260,6,MANUAL,four wheel drive,4,Midsize,4dr SUV,18,15,0,0,0,0,0,0,0,0,27295
Toyota,2012,regular unleaded,260,6,AUTOMATIC,rear wheel drive,4,Midsize,4dr SUV,20,17,0,0,0,0,0,0,0,0,26115
Toyota,2013,regular unleaded,260,6,AUTOMATIC,rear wheel drive,4,Midsize,4dr SUV,20,16,0,0,0,0,0,0,0,0,27030
Toyota,2013,regular unleaded,260,6,AUTOMATIC,four wheel drive,4,Midsize,4dr SUV,20,17,0,0,0,0,0,0,0,0,28620
Toyota,2013,regular unleaded,260,6,MANUAL,four wheel drive,4,Midsize,4dr SUV,18,15,0,0,0,0,0,0,0,0,28210
Toyota,2014,regular unleaded,260,6,AUTOMATIC,four wheel drive,4,Midsize,4dr SUV,20,17,0,0,0,0,0,0,0,0,29270
Toyota,2014,regular unleaded,260,6,AUTOMATIC,rear wheel drive,4,Midsize,4dr SUV,20,16,0,0,0,0,0,0,0,0,27680
Toyota,2014,regular unleaded,260,6,MANUAL,four wheel drive,4,Midsize,4dr SUV,18,15,0,0,0,0,0,0,0,0,28860
Ford,2015,regular unleaded,287,6,AUTOMATIC,front wheel drive,4,Large,Wagon,25,18,0,0,1,0,0,0,0,0,32100
Ford,2015,regular unleaded,287,6,AUTOMATIC,front wheel drive,4,Large,Wagon,25,18,0,0,1,0,0,0,0,0,29100
Ford,2015,regular unleaded,287,6,AUTOMATIC,front wheel drive,4,Large,Wagon,25,18,0,0,1,0,0,0,0,0,37700
Ford,2015,regular unleaded,287,6,AUTOMATIC,all wheel drive,4,Large,Wagon,23,17,0,0,1,0,0,0,0,0,39650
Ford,2015,regular unleaded,287,6,AUTOMATIC,all wheel drive,4,Large,Wagon,23,17,0,0,1,0,0,0,0,0,34050
Ford,2015,premium unleaded ,365,6,AUTOMATIC,all wheel drive,4,Large,Wagon,23,16,1,0,1,0,0,0,0,0,42400
Ford,2016,premium unleaded ,365,6,AUTOMATIC,all wheel drive,4,Large,Wagon,21,15,0,0,1,0,0,0,0,0,42600
Ford,2016,regular unleaded,287,6,AUTOMATIC,front wheel drive,4,Large,Wagon,23,16,1,0,1,0,0,0,0,0,32300
Ford,2016,regular unleaded,287,6,AUTOMATIC,front wheel drive,4,Large,Wagon,23,16,0,0,1,0,0,0,0,0,29600
Ford,2016,regular unleaded,287,6,AUTOMATIC,all wheel drive,4,Large,Wagon,22,16,1,0,1,0,0,0,0,0,34250
Ford,2016,regular unleaded,287,6,AUTOMATIC,all wheel drive,4,Large,Wagon,22,16,1,0,1,0,0,0,0,0,39750
Ford,2016,regular unleaded,287,6,AUTOMATIC,front wheel drive,4,Large,Wagon,23,16,1,0,1,0,0,0,0,0,37800
Ford,2017,premium unleaded ,365,6,AUTOMATIC,all wheel drive,4,Large,Wagon,21,15,0,0,1,0,0,0,0,0,43030
Ford,2017,regular unleaded,287,6,AUTOMATIC,all wheel drive,4,Large,Wagon,22,16,1,0,1,0,0,0,0,0,40180
Ford,2017,regular unleaded,287,6,AUTOMATIC,front wheel drive,4,Large,Wagon,23,16,1,0,1,0,0,0,0,0,32730
Ford,2017,regular unleaded,287,6,AUTOMATIC,front wheel drive,4,Large,Wagon,23,16,1,0,1,0,0,0,0,0,38230
Ford,2017,regular unleaded,287,6,AUTOMATIC,front wheel drive,4,Large,Wagon,23,16,0,0,1,0,0,0,0,0,30025
Ford,2017,regular unleaded,287,6,AUTOMATIC,all wheel drive,4,Large,Wagon,22,16,1,0,1,0,0,0,0,0,34680
Bentley,2014,premium unleaded ,616,12,AUTOMATIC,all wheel drive,4,Large,Sedan,20,12,1,1,0,1,1,1,0,0,200500
Bentley,2015,premium unleaded ,616,12,AUTOMATIC,all wheel drive,4,Large,Sedan,20,12,1,1,0,1,1,1,0,0,215800
