origin_country,year,fuel,hp,cylinders,transmission,drive,doors,style,mc_performance,mc_high_performance,mc_crossover,mc_luxury,mc_flex_fuel,mc_hybrid,mc_tuned,msrp,avgmpg
Japanese,2012,premium unleaded ,360,6,AUTOMATIC,rear wheel drive,4,Car,0,0,0,1,0,1,0,53700,29.5
Japanese,2012,premium unleaded ,420,8,AUTOMATIC,rear wheel drive,4,Car,1,0,0,1,0,0,0,59200,20
Japanese,2012,premium unleaded ,420,8,AUTOMATIC,all wheel drive,4,Car,1,0,0,1,0,0,0,61700,19.5
Japanese,2013,premium unleaded ,420,8,AUTOMATIC,rear wheel drive,4,Car,1,0,0,1,0,0,0,61200,20
Japanese,2013,premium unleaded ,360,6,AUTOMATIC,rear wheel drive,4,Car,0,0,0,1,0,1,0,54750,29.5
Japanese,2013,premium unleaded ,330,6,AUTOMATIC,rear wheel drive,4,Car,1,0,0,1,0,0,0,48700,22
Japanese,2013,premium unleaded ,420,8,AUTOMATIC,all wheel drive,4,Car,1,0,0,1,0,0,0,63700,19.5
Japanese,2013,premium unleaded ,330,6,AUTOMATIC,all wheel drive,4,Car,1,0,0,1,0,0,0,50850,20.5
Japanese,2017,regular unleaded,78,3,MANUAL,front wheel drive,4,Car,0,0,0,0,0,0,0,13995,36.5
Japanese,2017,regular unleaded,78,3,AUTOMATIC,front wheel drive,4,Car,0,0,0,0,0,0,0,16995,38.5
Japanese,2017,regular unleaded,78,3,AUTOMATIC,front wheel drive,4,Car,0,0,0,0,0,0,0,15195,38.5
Japanese,2014,regular unleaded,74,3,MANUAL,front wheel drive,4,Car,0,0,0,0,0,0,0,12995,38
Japanese,2014,regular unleaded,74,3,AUTOMATIC,front wheel drive,4,Car,0,0,0,0,0,0,0,15195,40.5
Japanese,2014,regular unleaded,74,3,MANUAL,front wheel drive,4,Car,0,0,0,0,0,0,0,14195,38
Japanese,2014,regular unleaded,74,3,AUTOMATIC,front wheel drive,4,Car,0,0,0,0,0,0,0,13995,40.5
Japanese,2015,regular unleaded,74,3,MANUAL,front wheel drive,4,Car,0,0,0,0,0,0,0,12995,38
Japanese,2015,regular unleaded,74,3,MANUAL,front wheel drive,4,Car,0,0,0,0,0,0,0,14295,38
Japanese,2015,regular unleaded,74,3,AUTOMATIC,front wheel drive,4,Car,0,0,0,0,0,0,0,15395,40.5
Japanese,2015,regular unleaded,74,3,AUTOMATIC,front wheel drive,4,Car,0,0,0,0,0,0,0,14095,40.5
Japanese,2015,regular unleaded,74,3,AUTOMATIC,front wheel drive,4,Car,0,0,0,0,0,0,0,14945,40.5
Japanese,2017,regular unleaded,78,3,MANUAL,front wheel drive,4,Car,0,0,0,0,0,0,0,14795,37
Japanese,2017,regular unleaded,78,3,MANUAL,front wheel drive,4,Car,0,0,0,0,0,0,0,12995,37
Japanese,2017,regular unleaded,78,3,AUTOMATIC,front wheel drive,4,Car,0,0,0,0,0,0,0,14195,40
Japanese,2017,regular unleaded,78,3,AUTOMATIC,front wheel drive,4,Car,0,0,0,0,0,0,0,15995,40
Japanese,2017,regular unleaded,78,3,AUTOMATIC,front wheel drive,4,Car,0,0,0,0,0,0,0,16495,40
American,2015,regular unleaded,240,4,AUTOMATIC,front wheel drive,4,SUV,0,0,1,1,0,0,0,46030,24.5
American,2015,regular unleaded,240,4,AUTOMATIC,all wheel drive,4,SUV,0,0,1,1,0,0,0,35595,22.5
American,2015,regular unleaded,240,4,AUTOMATIC,front wheel drive,4,SUV,0,0,1,1,0,0,0,33100,24.5
American,2015,regular unleaded,240,4,AUTOMATIC,all wheel drive,4,SUV,0,0,1,1,0,0,0,48525,22.5
American,2016,regular unleaded,240,4,AUTOMATIC,front wheel drive,4,SUV,0,0,1,1,0,0,0,46455,24.5
American,2016,regular unleaded,240,4,AUTOMATIC,all wheel drive,4,SUV,0,0,1,1,0,0,0,42955,22.5
American,2016,regular unleaded,240,4,AUTOMATIC,all wheel drive,4,SUV,0,0,1,1,0,0,0,48950,22.5
American,2016,regular unleaded,240,4,AUTOMATIC,front wheel drive,4,SUV,0,0,1,1,0,0,0,40460,24.5
American,2016,regular unleaded,240,4,AUTOMATIC,front wheel drive,4,SUV,0,0,1,1,0,0,0,33260,24.5
American,2016,regular unleaded,240,4,AUTOMATIC,all wheel drive,4,SUV,0,0,1,1,0,0,0,39585,22.5
American,2016,regular unleaded,240,4,AUTOMATIC,front wheel drive,4,SUV,0,0,1,1,0,0,0,37090,24.5
American,2016,regular unleaded,240,4,AUTOMATIC,all wheel drive,4,SUV,0,0,1,1,0,0,0,35755,22.5
American,2017,regular unleaded,240,4,AUTOMATIC,all wheel drive,4,SUV,0,0,1,1,0,0,0,41895,22
American,2017,regular unleaded,240,4,AUTOMATIC,front wheel drive,4,SUV,0,0,1,1,0,0,0,35720,24.5
American,2017,regular unleaded,240,4,AUTOMATIC,all wheel drive,4,SUV,0,0,1,1,0,0,0,35130,22
American,2017,regular unleaded,240,4,AUTOMATIC,front wheel drive,4,SUV,0,0,1,1,0,0,0,32720,24.5
American,2017,regular unleaded,240,4,AUTOMATIC,front wheel drive,4,SUV,0,0,1,1,0,0,0,39485,24.5
American,2017,regular unleaded,240,4,AUTOMATIC,all wheel drive,4,SUV,0,0,1,1,0,0,0,38125,22
American,2017,regular unleaded,240,4,AUTOMATIC,front wheel drive,4,SUV,0,0,1,1,0,0,0,45475,24.5
American,2017,regular unleaded,240,4,AUTOMATIC,all wheel drive,4,SUV,0,0,1,1,0,0,0,47880,22
American,2014,regular unleaded,304,6,AUTOMATIC,front wheel drive,4,Car,1,0,0,1,0,0,0,38850,23.5
American,2014,regular unleaded,304,6,AUTOMATIC,all wheel drive,4,Car,1,0,0,1,0,0,0,40845,22
American,2014,premium unleaded ,365,6,AUTOMATIC,all wheel drive,4,Car,1,0,0,1,0,0,0,45840,21
American,2015,premium unleaded ,365,6,AUTOMATIC,all wheel drive,4,Car,1,0,0,1,0,0,0,45840,21
American,2015,regular unleaded,305,6,AUTOMATIC,front wheel drive,4,Car,1,0,0,1,0,0,0,38850,23.5
American,2015,regular unleaded,305,6,AUTOMATIC,all wheel drive,4,Car,1,0,0,1,0,0,0,40845,22
American,2016,regular unleaded,350,6,AUTOMATIC,all wheel drive,4,Car,1,0,0,1,0,0,0,41005,20.5
American,2016,regular unleaded,350,6,AUTOMATIC,front wheel drive,4,Car,1,0,0,1,0,0,0,39010,21.5
American,2016,premium unleaded ,365,6,AUTOMATIC,all wheel drive,4,Car,1,0,0,1,0,0,0,46000,20
American,2015,premium unleaded ,365,6,AUTOMATIC,all wheel drive,4,Car,1,0,1,1,0,0,0,45205,19.5
American,2015,regular unleaded,303,6,AUTOMATIC,front wheel drive,4,Car,0,0,1,1,0,0,0,43210,21
American,2016,regular unleaded,303,6,AUTOMATIC,front wheel drive,4,Car,0,0,1,1,0,0,0,43370,20
American,2016,premium unleaded ,365,6,AUTOMATIC,all wheel drive,4,Car,1,0,1,1,0,0,0,45365,18
American,2017,regular unleaded,303,6,AUTOMATIC,front wheel drive,4,Car,0,0,1,1,0,0,0,43530,20
American,2017,premium unleaded ,365,6,AUTOMATIC,all wheel drive,4,Car,1,0,1,1,0,0,0,49025,18
American,2015,regular unleaded,305,6,AUTOMATIC,all wheel drive,4,SUV,0,0,1,1,0,0,0,40850,20
American,2015,regular unleaded,305,6,AUTOMATIC,front wheel drive,4,SUV,0,0,1,1,0,0,0,38900,22
American,2016,regular unleaded,303,6,AUTOMATIC,all wheel drive,4,SUV,0,0,1,1,0,0,0,44045,21.5
American,2016,regular unleaded,303,6,AUTOMATIC,all wheel drive,4,SUV,0,0,1,1,0,0,0,47810,21.5
American,2016,regular unleaded,303,6,AUTOMATIC,front wheel drive,4,SUV,0,0,1,1,0,0,0,53475,21.5
American,2016,regular unleaded,303,6,AUTOMATIC,front wheel drive,4,SUV,0,0,1,1,0,0,0,38260,21.5
American,2016,regular unleaded,303,6,AUTOMATIC,all wheel drive,4,SUV,0,0,1,1,0,0,0,55970,21.5
American,2016,regular unleaded,303,6,AUTOMATIC,front wheel drive,4,SUV,0,0,1,1,0,0,0,45315,21.5
American,2016,regular unleaded,303,6,AUTOMATIC,all wheel drive,4,SUV,0,0,1,1,0,0,0,40755,21.5
American,2016,regular unleaded,303,6,AUTOMATIC,front wheel drive,4,SUV,0,0,1,1,0,0,0,41550,21.5
American,2017,regular unleaded,303,6,AUTOMATIC,front wheel drive,4,SUV,0,0,1,1,0,0,0,38260,21
American,2017,regular unleaded,303,6,AUTOMATIC,all wheel drive,4,SUV,0,0,1,1,0,0,0,44045,19.5
American,2017,regular unleaded,303,6,AUTOMATIC,all wheel drive,4,SUV,0,0,1,1,0,0,0,48055,19.5
American,2017,regular unleaded,303,6,AUTOMATIC,front wheel drive,4,SUV,0,0,1,1,0,0,0,45560,21
American,2017,regular unleaded,303,6,AUTOMATIC,front wheel drive,4,SUV,0,0,1,1,0,0,0,53475,21
American,2017,regular unleaded,303,6,AUTOMATIC,all wheel drive,4,SUV,0,0,1,1,0,0,0,40755,19.5
American,2017,regular unleaded,303,6,AUTOMATIC,front wheel drive,4,SUV,0,0,1,1,0,0,0,41550,21
American,2017,regular unleaded,303,6,AUTOMATIC,all wheel drive,4,SUV,0,0,1,1,0,0,0,55970,19.5
American,2011,regular unleaded,191,4,AUTOMATIC,front wheel drive,4,Car,0,0,0,1,0,1,0,34645,38.5
American,2015,regular unleaded,231,4,AUTOMATIC,front wheel drive,4,Car,0,0,0,1,0,0,0,45555,27.5
American,2015,regular unleaded,231,4,AUTOMATIC,front wheel drive,4,Car,0,0,0,1,0,0,0,35190,27.5
American,2015,regular unleaded,188,4,AUTOMATIC,front wheel drive,4,Car,0,0,0,1,0,1,0,35190,40
American,2015,regular unleaded,231,4,AUTOMATIC,all wheel drive,4,Car,0,0,0,1,0,0,0,37080,26.5
American,2015,regular unleaded,188,4,AUTOMATIC,front wheel drive,4,Car,0,0,0,1,0,1,0,45555,40
American,2015,regular unleaded,231,4,AUTOMATIC,all wheel drive,4,Car,0,0,0,1,0,0,0,47445,26.5
American,2016,regular unleaded,231,4,AUTOMATIC,all wheel drive,4,Car,0,0,0,1,0,0,0,37080,26.5
American,2016,regular unleaded,188,4,AUTOMATIC,front wheel drive,4,Car,0,0,0,1,0,1,0,45605,40
American,2016,regular unleaded,231,4,AUTOMATIC,front wheel drive,4,Car,0,0,0,1,0,0,0,45605,27.5
American,2016,regular unleaded,231,4,AUTOMATIC,all wheel drive,4,Car,0,0,0,1,0,0,0,47495,26.5
American,2016,regular unleaded,188,4,AUTOMATIC,front wheel drive,4,Car,0,0,0,1,0,1,0,35190,40
American,2016,regular unleaded,231,4,AUTOMATIC,front wheel drive,4,Car,0,0,0,1,0,0,0,35190,27.5
American,2017,premium unleaded ,245,4,AUTOMATIC,all wheel drive,4,Car,0,0,0,1,0,0,0,36900,24
American,2017,premium unleaded ,245,4,AUTOMATIC,front wheel drive,4,Car,0,0,0,1,0,0,0,39510,26
American,2017,premium unleaded ,245,4,AUTOMATIC,all wheel drive,4,Car,0,0,0,1,0,0,0,49560,24
American,2017,premium unleaded ,245,4,AUTOMATIC,front wheel drive,4,Car,0,0,0,1,0,0,0,35010,26
American,2017,premium unleaded ,245,4,AUTOMATIC,all wheel drive,4,Car,0,0,0,1,0,0,0,41400,24
American,2017,premium unleaded ,245,4,AUTOMATIC,front wheel drive,4,Car,0,0,0,1,0,0,0,47670,26
American,2017,premium unleaded ,245,4,AUTOMATIC,front wheel drive,4,Car,0,0,0,1,0,0,0,36760,26
American,2017,premium unleaded ,245,4,AUTOMATIC,all wheel drive,4,Car,0,0,0,1,0,0,0,38650,24
American,2006,regular unleaded,201,6,AUTOMATIC,front wheel drive,4,Van,0,0,0,0,0,0,0,24250,19.5
American,2006,regular unleaded,196,6,AUTOMATIC,all wheel drive,4,Van,0,0,0,0,0,0,0,27750,18
American,2003,regular unleaded,185,6,AUTOMATIC,front wheel drive,4,Van,0,0,0,0,0,0,0,26140,20.5
American,2003,regular unleaded,185,6,AUTOMATIC,all wheel drive,4,Van,0,0,0,0,0,0,0,33790,19
American,2003,regular unleaded,185,6,AUTOMATIC,front wheel drive,4,Van,0,0,0,0,0,0,0,25815,20.5
American,2003,regular unleaded,185,6,AUTOMATIC,all wheel drive,4,Van,0,0,0,0,0,0,0,30540,19
American,2003,regular unleaded,185,6,AUTOMATIC,front wheel drive,4,Van,0,0,0,0,0,0,0,27590,20.5
American,2003,regular unleaded,185,6,AUTOMATIC,front wheel drive,4,Van,0,0,0,0,0,0,0,24165,20.5
American,2003,regular unleaded,185,6,AUTOMATIC,front wheel drive,4,Van,0,0,0,0,0,0,0,29740,20.5
American,2004,regular unleaded,185,6,AUTOMATIC,front wheel drive,4,Van,0,0,0,0,0,0,0,23335,20.5
American,2004,regular unleaded,185,6,AUTOMATIC,all wheel drive,4,Van,0,0,0,0,0,0,0,31035,19
American,2004,regular unleaded,185,6,AUTOMATIC,front wheel drive,4,Van,0,0,0,0,0,0,0,25885,20.5
American,2004,regular unleaded,185,6,AUTOMATIC,front wheel drive,4,Van,0,0,0,0,0,0,0,30235,20.5
American,2005,regular unleaded,200,6,AUTOMATIC,all wheel drive,4,Van,0,0,0,0,0,0,0,30210,18
American,2005,regular unleaded,185,6,AUTOMATIC,front wheel drive,4,Van,0,0,0,0,0,0,0,26040,19.5
American,2005,regular unleaded,200,6,AUTOMATIC,front wheel drive,4,Van,0,0,0,0,0,0,0,24520,19.5
American,2005,regular unleaded,200,6,AUTOMATIC,front wheel drive,4,Van,0,0,0,0,0,0,0,27890,19.5
American,2005,regular unleaded,185,6,AUTOMATIC,front wheel drive,4,Van,0,0,0,0,0,0,0,30420,19.5
American,2005,regular unleaded,200,6,AUTOMATIC,all wheel drive,4,Van,0,0,0,0,0,0,0,27700,18
American,2005,regular unleaded,180,6,AUTOMATIC,front wheel drive,2,Car,0,0,0,0,0,0,0,22280,24
American,2005,regular unleaded,200,6,AUTOMATIC,front wheel drive,2,Car,0,0,0,0,0,0,0,24690,23
American,2005,premium unleaded ,240,6,AUTOMATIC,front wheel drive,2,Car,1,0,0,0,0,0,0,28355,21.5
American,2006,regular unleaded,242,6,AUTOMATIC,front wheel drive,2,Car,0,0,0,0,0,0,0,24930,22
American,2006,regular unleaded,211,6,AUTOMATIC,front wheel drive,2,Car,0,0,0,0,1,0,0,20830,24
American,2006,regular unleaded,303,8,AUTOMATIC,front wheel drive,2,Car,1,0,0,0,0,0,0,26330,21
American,2006,regular unleaded,211,6,AUTOMATIC,front wheel drive,2,Car,0,0,0,0,1,0,0,20330,24
American,2006,regular unleaded,242,6,AUTOMATIC,front wheel drive,2,Car,0,0,0,0,0,0,0,23430,22
American,2007,regular unleaded,303,8,AUTOMATIC,front wheel drive,2,Car,1,0,0,0,0,0,0,27740,20
American,2007,regular unleaded,211,6,AUTOMATIC,front wheel drive,2,Car,0,0,0,0,1,0,0,22625,24
American,2007,regular unleaded,211,6,AUTOMATIC,front wheel drive,2,Car,0,0,0,0,1,0,0,21015,24
Japanese,2002,regular unleaded,197,6,AUTOMATIC,rear wheel drive,4,SUV,0,0,0,0,0,0,0,27607,17.5
Japanese,2002,regular unleaded,165,6,AUTOMATIC,four wheel drive,4,SUV,0,0,0,0,0,0,0,27777,17
Japanese,2002,regular unleaded,197,6,AUTOMATIC,four wheel drive,4,SUV,0,0,0,0,0,0,0,29627,15.5
Japanese,2002,regular unleaded,165,6,AUTOMATIC,rear wheel drive,4,SUV,0,0,0,0,0,0,0,22777,18.5
Japanese,2002,regular unleaded,197,6,AUTOMATIC,four wheel drive,4,SUV,0,0,0,0,0,0,0,32887,15.5
Japanese,2002,regular unleaded,197,6,AUTOMATIC,rear wheel drive,4,SUV,0,0,0,0,0,0,0,31317,17.5
Japanese,2002,regular unleaded,165,6,AUTOMATIC,four wheel drive,4,SUV,0,0,0,0,0,0,0,25087,17
Japanese,2002,regular unleaded,165,6,AUTOMATIC,rear wheel drive,4,SUV,0,0,0,0,0,0,0,25637,18.5
Japanese,2003,regular unleaded,165,6,AUTOMATIC,four wheel drive,4,SUV,0,0,0,0,0,0,0,27777,17
Japanese,2003,regular unleaded,165,6,AUTOMATIC,four wheel drive,4,SUV,0,0,0,0,0,0,0,25217,17
Japanese,2003,regular unleaded,197,6,AUTOMATIC,rear wheel drive,4,SUV,0,0,0,0,0,0,0,27607,17.5
Japanese,2003,regular unleaded,165,6,AUTOMATIC,rear wheel drive,4,SUV,0,0,0,0,0,0,0,22907,18.5
Japanese,2003,regular unleaded,197,6,AUTOMATIC,four wheel drive,4,SUV,0,0,0,0,0,0,0,32887,15.5
Japanese,2003,regular unleaded,197,6,AUTOMATIC,four wheel drive,4,SUV,0,0,0,0,0,0,0,29627,15.5
Japanese,2003,regular unleaded,165,6,AUTOMATIC,rear wheel drive,4,SUV,0,0,0,0,0,0,0,25637,18.5
Japanese,2003,regular unleaded,197,6,AUTOMATIC,rear wheel drive,4,SUV,0,0,0,0,0,0,0,31317,17.5
Japanese,2004,regular unleaded,197,6,AUTOMATIC,rear wheel drive,4,SUV,0,0,0,0,0,0,0,26199,17
Japanese,2004,regular unleaded,197,6,AUTOMATIC,four wheel drive,4,SUV,0,0,0,0,0,0,0,25999,15.5
Japanese,2004,regular unleaded,197,6,AUTOMATIC,four wheel drive,4,SUV,0,0,0,0,0,0,0,28199,15.5
Japanese,2004,regular unleaded,197,6,AUTOMATIC,rear wheel drive,4,SUV,0,0,0,0,0,0,0,23999,17
Japanese,2004,regular unleaded,215,6,AUTOMATIC,four wheel drive,4,SUV,0,0,0,0,0,0,0,34999,15.5
Japanese,2005,regular unleaded,215,6,AUTOMATIC,four wheel drive,4,SUV,0,0,0,0,0,0,0,35799,15
Japanese,2006,regular unleaded,215,6,AUTOMATIC,four wheel drive,4,SUV,0,0,0,0,0,0,0,36159,15
Japanese,2004,regular unleaded,200,6,AUTOMATIC,front wheel drive,4,Van,0,0,0,0,0,0,0,28460,19.5
Japanese,2004,regular unleaded,200,6,AUTOMATIC,front wheel drive,4,Van,0,0,0,0,0,0,0,23490,19.5
Japanese,2005,regular unleaded,200,6,AUTOMATIC,front wheel drive,4,Van,0,0,0,0,0,0,0,28515,19.5
Japanese,2005,regular unleaded,200,6,AUTOMATIC,front wheel drive,4,Van,0,0,0,0,0,0,0,22115,19.5
Japanese,2005,regular unleaded,200,6,AUTOMATIC,front wheel drive,4,Van,0,0,0,0,0,0,0,22950,19.5
Japanese,2006,regular unleaded,200,6,AUTOMATIC,front wheel drive,4,Van,0,0,0,0,0,0,0,28515,19.5
Japanese,2006,regular unleaded,200,6,AUTOMATIC,front wheel drive,4,Van,0,0,0,0,0,0,0,22950,19.5
Japanese,2006,regular unleaded,200,6,AUTOMATIC,front wheel drive,4,Van,0,0,0,0,0,0,0,22115,19.5
Japanese,2003,premium unleaded ,138,4,AUTOMATED_MANUAL,rear wheel drive,2,Car,1,0,0,0,0,0,0,25645,26
Japanese,2003,premium unleaded ,138,4,MANUAL,rear wheel drive,2,Car,1,0,0,0,0,0,0,24645,26
Japanese,2004,regular unleaded,138,4,AUTOMATED_MANUAL,rear wheel drive,2,Car,1,0,0,0,0,0,0,25895,26.5
Japanese,2004,regular unleaded,138,4,MANUAL,rear wheel drive,2,Car,1,0,0,0,0,0,0,24895,26
Japanese,2005,regular unleaded,138,4,AUTOMATED_MANUAL,rear wheel drive,2,Car,1,0,0,0,0,0,0,26145,26.5
Japanese,2005,regular unleaded,138,4,MANUAL,rear wheel drive,2,Car,1,0,0,0,0,0,0,25145,26
Japanese,2012,premium unleaded ,265,6,AUTOMATIC,all wheel drive,2,SUV,0,0,1,0,0,0,0,44540,19.5
Japanese,2013,premium unleaded ,265,6,AUTOMATIC,all wheel drive,2,SUV,0,0,1,0,0,0,0,44540,19.5
Japanese,2014,premium unleaded ,265,6,AUTOMATIC,all wheel drive,2,SUV,0,0,1,0,0,0,0,41995,19.5
Japanese,2015,regular unleaded,260,6,AUTOMATIC,front wheel drive,4,SUV,0,0,1,0,0,0,0,39000,24.5
Japanese,2015,regular unleaded,260,6,AUTOMATIC,all wheel drive,4,SUV,0,0,1,0,0,0,0,38550,24.5
Japanese,2015,regular unleaded,260,6,AUTOMATIC,all wheel drive,4,SUV,0,0,1,0,0,0,0,40600,24.5
Japanese,2015,regular unleaded,260,6,AUTOMATIC,front wheel drive,4,SUV,0,0,1,0,0,0,0,36950,24.5
Japanese,2015,regular unleaded,260,6,AUTOMATIC,all wheel drive,4,SUV,0,0,1,0,0,0,0,34220,24.5
Japanese,2015,regular unleaded,260,6,AUTOMATIC,front wheel drive,4,SUV,0,0,1,0,0,0,0,29560,24.5
Japanese,2015,regular unleaded,260,6,AUTOMATIC,front wheel drive,4,SUV,0,0,1,0,0,0,0,32620,24.5
Japanese,2015,regular unleaded,260,6,AUTOMATIC,all wheel drive,4,SUV,0,0,1,0,0,0,0,31160,24.5
Japanese,2016,regular unleaded,260,6,AUTOMATIC,all wheel drive,4,SUV,0,0,1,0,0,0,0,34400,24.5
Japanese,2016,regular unleaded,260,6,AUTOMATIC,front wheel drive,4,SUV,0,0,1,0,0,0,0,39180,24.5
Japanese,2016,regular unleaded,250,4,AUTOMATIC,all wheel drive,4,SUV,0,0,1,0,0,1,0,41730,28
Japanese,2016,regular unleaded,260,6,AUTOMATIC,front wheel drive,4,SUV,0,0,1,0,0,0,0,32800,24.5
Japanese,2016,regular unleaded,260,6,AUTOMATIC,all wheel drive,4,SUV,0,0,1,0,0,0,0,38730,24.5
Japanese,2016,regular unleaded,260,6,AUTOMATIC,front wheel drive,4,SUV,0,0,1,0,0,0,0,29740,24.5
Japanese,2016,regular unleaded,260,6,AUTOMATIC,all wheel drive,4,SUV,0,0,1,0,0,0,0,40780,24.5
Japanese,2016,regular unleaded,260,6,AUTOMATIC,all wheel drive,4,SUV,0,0,1,0,0,0,0,31340,24.5
Japanese,2016,regular unleaded,250,4,AUTOMATIC,front wheel drive,4,SUV,0,0,1,0,0,1,0,42180,29.5
Japanese,2016,regular unleaded,260,6,AUTOMATIC,front wheel drive,4,SUV,0,0,1,0,0,0,0,37130,24.5
Japanese,2016,regular unleaded,250,4,AUTOMATIC,front wheel drive,4,SUV,0,0,1,0,0,1,0,40130,29.5
Japanese,2016,regular unleaded,250,4,AUTOMATIC,all wheel drive,4,SUV,0,0,1,0,0,1,0,43780,28
Japanese,2017,regular unleaded,260,6,AUTOMATIC,front wheel drive,4,SUV,0,0,1,0,0,0,0,29740,24.5
Japanese,2017,regular unleaded,260,6,AUTOMATIC,all wheel drive,4,SUV,0,0,1,0,0,0,0,31340,24.5
Japanese,2017,regular unleaded,260,6,AUTOMATIC,front wheel drive,4,SUV,0,0,1,0,0,0,0,37130,24.5
Japanese,2017,regular unleaded,260,6,AUTOMATIC,all wheel drive,4,SUV,0,0,1,0,0,0,0,38730,24.5
Japanese,2017,regular unleaded,260,6,AUTOMATIC,all wheel drive,4,SUV,0,0,1,0,0,0,0,34400,24.5
Japanese,2017,regular unleaded,260,6,AUTOMATIC,front wheel drive,4,SUV,0,0,1,0,0,0,0,32800,24.5
Japanese,2017,regular unleaded,260,6,AUTOMATIC,all wheel drive,4,SUV,0,0,1,0,0,0,0,40780,24.5
Japanese,2017,regular unleaded,260,6,AUTOMATIC,front wheel drive,4,SUV,0,0,1,0,0,0,0,39180,24.5
American,2015,premium unleaded ,435,8,MANUAL,rear wheel drive,2,Car,1,1,0,0,0,0,0,41800,20
American,2015,regular unleaded,300,6,MANUAL,rear wheel drive,2,Car,1,0,0,0,0,0,0,29300,22.5
American,2015,premium unleaded ,310,4,MANUAL,rear wheel drive,2,Car,1,1,0,0,0,0,0,34800,26.5
American,2015,premium unleaded ,310,4,MANUAL,rear wheel drive,2,Car,1,1,0,0,0,0,0,25300,26.5
American,2015,premium unleaded ,435,8,MANUAL,rear wheel drive,2,Car,1,1,0,0,0,0,0,46170,20
American,2015,premium unleaded ,435,8,MANUAL,rear wheel drive,2,Car,1,1,0,0,0,0,0,32300,20
American,2015,regular unleaded,300,6,MANUAL,rear wheel drive,2,Car,1,0,0,0,0,0,0,23800,22.5
American,2015,premium unleaded ,310,4,MANUAL,rear wheel drive,2,Car,1,1,0,0,0,0,0,29300,26.5
American,2015,premium unleaded ,435,8,MANUAL,rear wheel drive,2,Car,1,1,0,0,0,0,0,36300,20
American,2016,premium unleaded ,435,8,MANUAL,rear wheel drive,2,Car,1,0,0,0,0,0,0,36395,20
American,2016,premium unleaded ,435,8,MANUAL,rear wheel drive,2,Car,1,0,0,0,0,0,0,32395,20
American,2016,regular unleaded,300,6,MANUAL,rear wheel drive,2,Car,1,0,0,0,0,0,0,24145,22.5
American,2016,premium unleaded ,310,4,MANUAL,rear wheel drive,2,Car,1,0,0,0,0,0,0,35145,24.5
American,2016,premium unleaded ,310,4,MANUAL,rear wheel drive,2,Car,1,0,0,0,0,0,0,29645,26.5
American,2016,premium unleaded ,435,8,MANUAL,rear wheel drive,2,Car,1,0,0,0,0,0,0,41895,20
American,2016,regular unleaded,300,6,MANUAL,rear wheel drive,2,Car,1,0,0,0,0,0,0,29645,22.5
American,2016,premium unleaded ,310,4,MANUAL,rear wheel drive,2,Car,1,0,0,0,0,0,0,25645,26.5
American,2017,premium unleaded ,310,4,MANUAL,rear wheel drive,2,Car,1,0,0,0,0,0,0,25645,25.5
American,2017,regular unleaded,300,6,MANUAL,rear wheel drive,2,Car,0,0,0,0,0,0,0,24645,22.5
American,2017,premium unleaded ,310,4,MANUAL,rear wheel drive,2,Car,1,0,0,0,0,0,0,29645,25.5
American,2017,premium unleaded ,435,8,MANUAL,rear wheel drive,2,Car,1,0,0,0,0,0,0,42145,18.5
American,2017,premium unleaded ,435,8,MANUAL,rear wheel drive,2,Car,1,0,0,0,0,0,0,36645,20
American,2017,premium unleaded ,310,4,MANUAL,rear wheel drive,2,Car,1,0,0,0,0,0,0,35145,24
American,2017,premium unleaded ,435,8,MANUAL,rear wheel drive,2,Car,1,0,0,0,0,0,0,32645,20
Japanese,2014,premium unleaded ,158,4,AUTOMATIC,rear wheel drive,2,Car,1,0,0,0,0,0,0,27505,24.5
Japanese,2014,premium unleaded ,158,4,AUTOMATIC,rear wheel drive,2,Car,1,0,0,0,0,0,0,30550,24.5
Japanese,2014,premium unleaded ,158,4,AUTOMATIC,rear wheel drive,2,Car,1,0,0,0,0,0,0,29265,24.5
Japanese,2014,premium unleaded ,167,4,MANUAL,rear wheel drive,2,Car,1,0,0,0,0,0,0,26905,24.5
Japanese,2014,premium unleaded ,167,4,MANUAL,rear wheel drive,2,Car,1,0,0,0,0,0,0,28665,24.5
Japanese,2014,premium unleaded ,158,4,AUTOMATIC,rear wheel drive,2,Car,1,0,0,0,0,0,0,25980,24.5
Japanese,2014,premium unleaded ,167,4,MANUAL,rear wheel drive,2,Car,1,0,0,0,0,0,0,27550,24.5
Japanese,2014,premium unleaded ,167,4,MANUAL,rear wheel drive,2,Car,1,0,0,0,0,0,0,23720,25
Japanese,2014,premium unleaded ,158,4,AUTOMATIC,rear wheel drive,2,Car,1,0,0,0,0,0,0,28650,24.5
Japanese,2014,premium unleaded ,167,4,MANUAL,rear wheel drive,2,Car,1,0,0,0,0,0,0,29450,24.5
Japanese,2015,premium unleaded ,158,4,AUTOMATIC,rear wheel drive,2,Car,1,0,0,0,0,0,0,28650,24.5
Japanese,2015,premium unleaded ,167,4,MANUAL,rear wheel drive,2,Car,1,0,0,0,0,0,0,27550,24.5
Japanese,2015,premium unleaded ,158,4,AUTOMATIC,rear wheel drive,2,Car,1,0,0,0,0,0,0,29265,24.5
Japanese,2015,premium unleaded ,167,4,MANUAL,rear wheel drive,2,Car,1,0,0,0,0,0,0,23970,25
